ticket,time_setup,time_setup_msc,time_done,time_done_msc,time_expiration,type,type_time,type_filling,state,magic,position_id,position_by_id,reason,volume_initial,volume_current,price_open,sl,tp,price_current,price_stoplimit,symbol,comment,external_id,time_setup_iso,time_done_iso,time_setup_msc_iso,time_done_msc_iso
690533,1782440045,1782440045483,1782440045,1782440045501,0,0,0,1,4,10181,689829,0,3,0.5,0.0,0.0,0.0,0.0,0.68994,0.0,AUDUSD,profit_harvester,3LJ5WK5K2B5BB,2026-06-26T02:14:05+00:00,2026-06-26T02:14:05+00:00,2026-06-26T02:14:05.483000+00:00,2026-06-26T02:14:05.501000+00:00
691433,1782440269,1782440269245,1782440269,1782440269261,0,1,0,1,4,10181,691433,0,3,0.1,0.0,0.0,0.0,0.0,4025.845,0.0,XAUUSD,profit_harvester,3LJ5WQNWP7F4I,2026-06-26T02:17:49+00:00,2026-06-26T02:17:49+00:00,2026-06-26T02:17:49.245000+00:00,2026-06-26T02:17:49.261000+00:00
691450,1782440279,1782440279730,1782440279,1782440279745,0,0,0,1,4,10181,691433,0,3,0.1,0.0,0.0,0.0,0.0,4025.285,0.0,XAUUSD,profit_harvester,3LJ5WQXP6EWYS,2026-06-26T02:17:59+00:00,2026-06-26T02:17:59+00:00,2026-06-26T02:17:59.730000+00:00,2026-06-26T02:17:59.745000+00:00
695055,1782441241,1782441241278,1782441241,1782441241290,0,0,0,1,4,10181,685943,0,3,0.5,0.0,0.0,0.0,0.0,1.13624,0.0,EURUSD,profit_harvester,3LJ5XMX7IG3RG,2026-06-26T02:34:01+00:00,2026-06-26T02:34:01+00:00,2026-06-26T02:34:01.278000+00:00,2026-06-26T02:34:01.290000+00:00
695470,1782441326,1782441326398,1782441326,1782441326411,0,1,0,1,4,10181,685942,0,3,0.5,0.0,0.0,0.0,0.0,0.81057,0.0,USDCHF,profit_harvester,3LJ5XPGIB5W4V,2026-06-26T02:35:26+00:00,2026-06-26T02:35:26+00:00,2026-06-26T02:35:26.398000+00:00,2026-06-26T02:35:26.411000+00:00
695546,1782441339,1782441339044,1782441339,1782441339058,0,1,0,1,4,10181,685940,0,3,0.5,0.0,0.0,0.0,0.0,161.845,0.0,USDJPY,profit_harvester,3LJ5XPSB5BMOX,2026-06-26T02:35:39+00:00,2026-06-26T02:35:39+00:00,2026-06-26T02:35:39.044000+00:00,2026-06-26T02:35:39.058000+00:00
695682,1782441360,1782441360102,1782441360,1782441360116,0,0,0,1,4,10181,681788,0,3,0.5,0.0,0.0,0.0,0.0,1.31897,0.0,GBPUSD,profit_harvester,3LJ5XQFUPLQB7,2026-06-26T02:36:00+00:00,2026-06-26T02:36:00+00:00,2026-06-26T02:36:00.102000+00:00,2026-06-26T02:36:00.116000+00:00
701418,1782442564,1782442564989,1782442565,1782442565003,0,0,0,1,4,10181,701418,0,3,0.5,0.0,0.0,0.0,0.0,161.809,0.0,USDJPY,profit_harvester,3LJ5YTHZ63TPB,2026-06-26T02:56:04+00:00,2026-06-26T02:56:05+00:00,2026-06-26T02:56:04.989000+00:00,2026-06-26T02:56:05.003000+00:00
858439,1782466373,1782466373997,1782466374,1782466374010,0,0,0,1,4,10181,858439,0,3,0.5,0.0,0.0,0.0,0.0,0.80806,0.0,USDCHF,profit_harvester,3LJ6OIFUU7AHW,2026-06-26T09:32:53+00:00,2026-06-26T09:32:54+00:00,2026-06-26T09:32:53.997000+00:00,2026-06-26T09:32:54.010000+00:00
858440,1782466374,1782466374016,1782466374,1782466374040,0,1,0,1,4,10181,858440,0,3,0.1,0.0,0.0,0.0,0.0,4034.45,0.0,XAUUSD,profit_harvester,3LJ6OIFVFUGMW,2026-06-26T09:32:54+00:00,2026-06-26T09:32:54+00:00,2026-06-26T09:32:54.016000+00:00,2026-06-26T09:32:54.040000+00:00
858441,1782466374,1782466374044,1782466374,1782466374070,0,1,0,1,4,10181,858441,0,3,0.5,0.0,0.0,0.0,0.0,1.13975,0.0,EURUSD,profit_harvester,3LJ6OIFWAXFCT,2026-06-26T09:32:54+00:00,2026-06-26T09:32:54+00:00,2026-06-26T09:32:54.044000+00:00,2026-06-26T09:32:54.070000+00:00
858442,1782466374,1782466374073,1782466374,1782466374100,0,1,0,1,4,10181,858442,0,3,0.5,0.0,0.0,0.0,0.0,1.32087,0.0,GBPUSD,profit_harvester,3LJ6OIFX5GKCZ,2026-06-26T09:32:54+00:00,2026-06-26T09:32:54+00:00,2026-06-26T09:32:54.073000+00:00,2026-06-26T09:32:54.100000+00:00
858486,1782466391,1782466391824,1782466391,1782466391837,0,0,0,1,4,10181,858440,0,3,0.1,0.0,0.0,0.0,0.0,4033.84,0.0,XAUUSD,profit_harvester,3LJ6OIWI5W7ZV,2026-06-26T09:33:11+00:00,2026-06-26T09:33:11+00:00,2026-06-26T09:33:11.824000+00:00,2026-06-26T09:33:11.837000+00:00
858506,1782466393,1782466393957,1782466393,1782466393970,0,0,0,1,4,10181,858441,0,3,0.5,0.0,0.0,0.0,0.0,1.13965,0.0,EURUSD,profit_harvester,3LJ6OIYHPW775,2026-06-26T09:33:13+00:00,2026-06-26T09:33:13+00:00,2026-06-26T09:33:13.957000+00:00,2026-06-26T09:33:13.970000+00:00
858580,1782466425,1782466425475,1782466425,1782466425488,0,1,0,1,4,10181,858439,0,3,0.5,0.0,0.0,0.0,0.0,0.80815,0.0,USDCHF,profit_harvester,3LJ6OJVT25ERI,2026-06-26T09:33:45+00:00,2026-06-26T09:33:45+00:00,2026-06-26T09:33:45.475000+00:00,2026-06-26T09:33:45.488000+00:00
858581,1782466425,1782466425503,1782466425,1782466425520,0,0,0,1,4,10181,858442,0,3,0.5,0.0,0.0,0.0,0.0,1.3207499999999999,0.0,GBPUSD,profit_harvester,3LJ6OJVTUZ32F,2026-06-26T09:33:45+00:00,2026-06-26T09:33:45+00:00,2026-06-26T09:33:45.503000+00:00,2026-06-26T09:33:45.520000+00:00
860869,1782466735,1782466735021,1782466735,1782466735054,0,1,0,1,4,10181,860869,0,3,0.5,0.0,0.0,0.0,0.0,1.32105,0.0,GBPUSD,profit_harvester,3LJ6OSW4B3ZDZ,2026-06-26T09:38:55+00:00,2026-06-26T09:38:55+00:00,2026-06-26T09:38:55.021000+00:00,2026-06-26T09:38:55.054000+00:00
861304,1782466934,1782466934783,1782466934,1782466934797,0,1,0,1,4,10181,861304,0,3,0.1,0.0,0.0,0.0,0.0,4034.405,0.0,XAUUSD,profit_harvester,3LJ6OYQ5LN7TD,2026-06-26T09:42:14+00:00,2026-06-26T09:42:14+00:00,2026-06-26T09:42:14.783000+00:00,2026-06-26T09:42:14.797000+00:00
861398,1782466982,1782466982171,1782466982,1782466982183,0,1,0,1,4,10181,861398,0,3,0.5,0.0,0.0,0.0,0.0,1.13999,0.0,EURUSD,profit_harvester,3LJ6P24BUIFYL,2026-06-26T09:43:02+00:00,2026-06-26T09:43:02+00:00,2026-06-26T09:43:02.171000+00:00,2026-06-26T09:43:02.183000+00:00
861435,1782467005,1782467005961,1782467005,1782467005974,0,0,0,1,4,10181,861304,0,3,0.1,0.0,0.0,0.0,0.0,4033.86,0.0,XAUUSD,profit_harvester,3LJ6P2SGURF7Q,2026-06-26T09:43:25+00:00,2026-06-26T09:43:25+00:00,2026-06-26T09:43:25.961000+00:00,2026-06-26T09:43:25.974000+00:00
872375,1782468056,1782468056656,1782468056,1782468056669,0,0,0,1,4,10181,861398,0,3,0.5,0.0,0.0,0.0,0.0,1.13989,0.0,EURUSD,profit_harvester,3LJ6PZEXZ5ZXZ,2026-06-26T10:00:56+00:00,2026-06-26T10:00:56+00:00,2026-06-26T10:00:56.656000+00:00,2026-06-26T10:00:56.669000+00:00
874859,1782468289,1782468289421,1782468289,1782468289436,0,1,0,1,4,10181,874859,0,3,0.1,0.0,0.0,0.0,0.0,4034.365,0.0,XAUUSD,profit_harvester,3LJ6QA5QYJZOB,2026-06-26T10:04:49+00:00,2026-06-26T10:04:49+00:00,2026-06-26T10:04:49.421000+00:00,2026-06-26T10:04:49.436000+00:00
884602,1782469104,1782469104968,1782469104,1782469104983,0,0,0,1,4,10181,860869,0,3,0.5,0.0,0.0,0.0,0.0,1.32094,0.0,GBPUSD,profit_harvester,3LJ6QXVC6YR2C,2026-06-26T10:18:24+00:00,2026-06-26T10:18:24+00:00,2026-06-26T10:18:24.968000+00:00,2026-06-26T10:18:24.983000+00:00
887113,1782469405,1782469405746,1782469405,1782469405757,0,1,0,1,4,10181,887113,0,3,0.5,0.0,0.0,0.0,0.0,1.32132,0.0,GBPUSD,profit_harvester,3LJ6RANFZBLTB,2026-06-26T10:23:25+00:00,2026-06-26T10:23:25+00:00,2026-06-26T10:23:25.746000+00:00,2026-06-26T10:23:25.757000+00:00
888533,1782469614,1782469614571,1782469614,1782469614584,0,1,0,1,4,10181,888533,0,3,0.5,0.0,0.0,0.0,0.0,1.14019,0.0,EURUSD,profit_harvester,3LJ6RGPVJTUJH,2026-06-26T10:26:54+00:00,2026-06-26T10:26:54+00:00,2026-06-26T10:26:54.571000+00:00,2026-06-26T10:26:54.584000+00:00
889432,1782469676,1782469676146,1782469676,1782469676160,0,0,0,1,4,10181,888533,0,3,0.5,0.0,0.0,0.0,0.0,1.14009,0.0,EURUSD,profit_harvester,3LJ6RIJAMQO5J,2026-06-26T10:27:56+00:00,2026-06-26T10:27:56+00:00,2026-06-26T10:27:56.146000+00:00,2026-06-26T10:27:56.160000+00:00
891230,1782470008,1782470008660,1782470008,1782470008673,0,1,0,1,4,10181,891230,0,3,0.5,0.0,0.0,0.0,0.0,1.14039,0.0,EURUSD,profit_harvester,3LJ6RS6WBBW6L,2026-06-26T10:33:28+00:00,2026-06-26T10:33:28+00:00,2026-06-26T10:33:28.660000+00:00,2026-06-26T10:33:28.673000+00:00
894436,1782470317,1782470317676,1782470317,1782470317692,0,1,0,1,4,10181,894436,0,3,0.5,0.0,0.0,0.0,0.0,0.69024,0.0,AUDUSD,profit_harvester,3LJ6S36PQDUHH,2026-06-26T10:38:37+00:00,2026-06-26T10:38:37+00:00,2026-06-26T10:38:37.676000+00:00,2026-06-26T10:38:37.692000+00:00
895846,1782470732,1782470732779,1782470732,1782470732793,0,0,0,1,4,10181,894436,0,3,0.5,0.0,0.0,0.0,0.0,0.69011,0.0,AUDUSD,profit_harvester,3LJ6SHBCQYXRV,2026-06-26T10:45:32+00:00,2026-06-26T10:45:32+00:00,2026-06-26T10:45:32.779000+00:00,2026-06-26T10:45:32.793000+00:00
896422,1782470919,1782470919316,1782470919,1782470919331,0,0,0,1,4,10181,896422,0,3,0.5,0.0,0.0,0.0,0.0,0.80784,0.0,USDCHF,profit_harvester,3LJ6SMOZYYW6O,2026-06-26T10:48:39+00:00,2026-06-26T10:48:39+00:00,2026-06-26T10:48:39.316000+00:00,2026-06-26T10:48:39.331000+00:00
896830,1782471038,1782471038836,1782471038,1782471038847,0,1,0,1,4,10181,896830,0,3,0.5,0.0,0.0,0.0,0.0,0.69043,0.0,AUDUSD,profit_harvester,3LJ6SQ6DUSIQN,2026-06-26T10:50:38+00:00,2026-06-26T10:50:38+00:00,2026-06-26T10:50:38.836000+00:00,2026-06-26T10:50:38.847000+00:00
898088,1782471278,1782471278534,1782471278,1782471278546,0,1,0,1,4,10181,896422,0,3,0.5,0.0,0.0,0.0,0.0,0.80795,0.0,USDCHF,profit_harvester,3LJ6SX5LHJQTZ,2026-06-26T10:54:38+00:00,2026-06-26T10:54:38+00:00,2026-06-26T10:54:38.534000+00:00,2026-06-26T10:54:38.546000+00:00
898239,1782471321,1782471321692,1782471321,1782471321707,0,0,0,1,4,10181,896830,0,3,0.5,0.0,0.0,0.0,0.0,0.69031,0.0,AUDUSD,profit_harvester,3LJ6SYFROQ6K2,2026-06-26T10:55:21+00:00,2026-06-26T10:55:21+00:00,2026-06-26T10:55:21.692000+00:00,2026-06-26T10:55:21.707000+00:00
906930,1782472787,1782472787312,1782472787,1782472787325,0,0,0,1,4,10181,891230,0,3,0.5,0.0,0.0,0.0,0.0,1.14029,0.0,EURUSD,profit_harvester,3LJ6UD2QJZIZG,2026-06-26T11:19:47+00:00,2026-06-26T11:19:47+00:00,2026-06-26T11:19:47.312000+00:00,2026-06-26T11:19:47.325000+00:00
917866,1782473694,1782473694660,1782473694,1782473694673,0,0,0,1,4,10181,874859,0,3,0.1,0.0,0.0,0.0,0.0,4054.629,0.0,XAUUSD,strategy_v0_emer,3LJ6V5HRNN7OP,2026-06-26T11:34:54+00:00,2026-06-26T11:34:54+00:00,2026-06-26T11:34:54.660000+00:00,2026-06-26T11:34:54.673000+00:00
917885,1782473695,1782473695727,1782473695,1782473695741,0,1,0,1,4,10181,917885,0,3,0.1,0.0,0.0,0.0,0.0,4054.16,0.0,XAUUSD,profit_harvester,3LJ6V5IRHGPJU,2026-06-26T11:34:55+00:00,2026-06-26T11:34:55+00:00,2026-06-26T11:34:55.727000+00:00,2026-06-26T11:34:55.741000+00:00
918141,1782473709,1782473709163,1782473709,1782473709176,0,0,0,1,4,10181,917885,0,3,0.1,0.0,0.0,0.0,0.0,4053.853,0.0,XAUUSD,profit_harvester,3LJ6V5VBVCPE6,2026-06-26T11:35:09+00:00,2026-06-26T11:35:09+00:00,2026-06-26T11:35:09.163000+00:00,2026-06-26T11:35:09.176000+00:00
918285,1782473717,1782473717485,1782473717,1782473717498,0,1,0,1,4,10181,918285,0,3,0.5,0.0,0.0,0.0,0.0,1.14059,0.0,EURUSD,profit_harvester,3LJ6V64ZVNPZI,2026-06-26T11:35:17+00:00,2026-06-26T11:35:17+00:00,2026-06-26T11:35:17.485000+00:00,2026-06-26T11:35:17.498000+00:00
918763,1782473745,1782473745411,1782473745,1782473745425,0,0,0,1,4,10181,918285,0,3,0.5,0.0,0.0,0.0,0.0,1.14049,0.0,EURUSD,profit_harvester,3LJ6V6X25NU2T,2026-06-26T11:35:45+00:00,2026-06-26T11:35:45+00:00,2026-06-26T11:35:45.411000+00:00,2026-06-26T11:35:45.425000+00:00
924414,1782474860,1782474860677,1782474860,1782474860692,0,1,0,1,4,10181,924414,0,3,0.1,0.0,0.0,0.0,0.0,4054.245,0.0,XAUUSD,profit_harvester,3LJ6W7FPOQZ7F,2026-06-26T11:54:20+00:00,2026-06-26T11:54:20+00:00,2026-06-26T11:54:20.677000+00:00,2026-06-26T11:54:20.692000+00:00
924425,1782474863,1782474863789,1782474863,1782474863816,0,0,0,1,4,10181,924414,0,3,0.1,0.0,0.0,0.0,0.0,4053.6,0.0,XAUUSD,profit_harvester,3LJ6W7IMFMDLT,2026-06-26T11:54:23+00:00,2026-06-26T11:54:23+00:00,2026-06-26T11:54:23.789000+00:00,2026-06-26T11:54:23.816000+00:00
925893,1782475178,1782475178514,1782475178,1782475178528,0,1,0,1,4,10181,925893,0,3,0.1,0.0,0.0,0.0,0.0,4054.51,0.0,XAUUSD,profit_harvester,3LJ6WINPWAKWS,2026-06-26T11:59:38+00:00,2026-06-26T11:59:38+00:00,2026-06-26T11:59:38.514000+00:00,2026-06-26T11:59:38.528000+00:00
926392,1782475331,1782475331681,1782475331,1782475331693,0,0,0,1,4,10181,925893,0,3,0.1,0.0,0.0,0.0,0.0,4053.854,0.0,XAUUSD,profit_harvester,3LJ6WN4ENPXEL,2026-06-26T12:02:11+00:00,2026-06-26T12:02:11+00:00,2026-06-26T12:02:11.681000+00:00,2026-06-26T12:02:11.693000+00:00
928393,1782475666,1782475666979,1782475666,1782475666994,0,1,0,1,4,10181,928393,0,3,0.1,0.0,0.0,0.0,0.0,4054.42,0.0,XAUUSD,profit_harvester,3LJ6WWUNETF47,2026-06-26T12:07:46+00:00,2026-06-26T12:07:46+00:00,2026-06-26T12:07:46.979000+00:00,2026-06-26T12:07:46.994000+00:00
928901,1782475715,1782475715480,1782475715,1782475715494,0,0,0,1,4,10181,928393,0,3,0.1,0.0,0.0,0.0,0.0,4053.869,0.0,XAUUSD,profit_harvester,3LJ6WYBSSPFJ2,2026-06-26T12:08:35+00:00,2026-06-26T12:08:35+00:00,2026-06-26T12:08:35.480000+00:00,2026-06-26T12:08:35.494000+00:00
938478,1782477073,1782477073191,1782477073,1782477073204,0,1,0,1,4,10181,938478,0,3,0.1,0.0,0.0,0.0,0.0,4054.65,0.0,XAUUSD,profit_harvester,3LJ6Y7SBOVQDU,2026-06-26T12:31:13+00:00,2026-06-26T12:31:13+00:00,2026-06-26T12:31:13.191000+00:00,2026-06-26T12:31:13.204000+00:00
938688,1782477084,1782477084643,1782477084,1782477084657,0,0,0,1,4,10181,938478,0,3,0.1,0.0,0.0,0.0,0.0,4053.92,0.0,XAUUSD,profit_harvester,3LJ6YA4WY7GUK,2026-06-26T12:31:24+00:00,2026-06-26T12:31:24+00:00,2026-06-26T12:31:24.643000+00:00,2026-06-26T12:31:24.657000+00:00
947133,1782478350,1782478350385,1782478350,1782478350398,0,0,0,1,4,10181,887113,0,3,0.5,0.0,0.0,0.0,0.0,1.32122,0.0,GBPUSD,profit_harvester,3LJ6ZEXR2AM47,2026-06-26T12:52:30+00:00,2026-06-26T12:52:30+00:00,2026-06-26T12:52:30.385000+00:00,2026-06-26T12:52:30.398000+00:00
948205,1782478684,1782478684863,1782478684,1782478684877,0,1,0,1,4,10181,948205,0,3,0.5,0.0,0.0,0.0,0.0,1.32154,0.0,GBPUSD,profit_harvester,3LJ6ZOPBD7RTW,2026-06-26T12:58:04+00:00,2026-06-26T12:58:04+00:00,2026-06-26T12:58:04.863000+00:00,2026-06-26T12:58:04.877000+00:00
953801,1782480026,1782480026126,1782480026,1782480026139,0,0,0,1,4,10181,948205,0,3,0.5,0.0,0.0,0.0,0.0,1.32127,0.0,GBPUSD,profit_harvester,3LJ72VQFYQRWS,2026-06-26T13:20:26+00:00,2026-06-26T13:20:26+00:00,2026-06-26T13:20:26.126000+00:00,2026-06-26T13:20:26.139000+00:00
956161,1782480478,1782480478348,1782480478,1782480478392,0,1,0,1,4,10181,956161,0,3,0.5,0.0,0.0,0.0,0.0,1.32158,0.0,GBPUSD,profit_harvester,3LJ73CVLDGCWH,2026-06-26T13:27:58+00:00,2026-06-26T13:27:58+00:00,2026-06-26T13:27:58.348000+00:00,2026-06-26T13:27:58.392000+00:00
956379,1782480548,1782480548827,1782480548,1782480548839,0,0,0,1,4,10181,956161,0,3,0.5,0.0,0.0,0.0,0.0,1.32148,0.0,GBPUSD,profit_harvester,3LJ73EX7O2ANQ,2026-06-26T13:29:08+00:00,2026-06-26T13:29:08+00:00,2026-06-26T13:29:08.827000+00:00,2026-06-26T13:29:08.839000+00:00
959911,1782481255,1782481255685,1782481255,1782481255696,0,1,0,1,4,10181,959911,0,3,0.5,0.0,0.0,0.0,0.0,1.14079,0.0,EURUSD,profit_harvester,3LJ73ZJJOYZE2,2026-06-26T13:40:55+00:00,2026-06-26T13:40:55+00:00,2026-06-26T13:40:55.685000+00:00,2026-06-26T13:40:55.696000+00:00
961494,1782481509,1782481509494,1782481509,1782481509507,0,0,0,1,4,10181,959911,0,3,0.5,0.0,0.0,0.0,0.0,1.14069,0.0,EURUSD,profit_harvester,3LJ74AVVTEFXU,2026-06-26T13:45:09+00:00,2026-06-26T13:45:09+00:00,2026-06-26T13:45:09.494000+00:00,2026-06-26T13:45:09.507000+00:00
963124,1782481823,1782481823924,1782481823,1782481823935,0,1,0,1,4,10181,963124,0,3,0.5,0.0,0.0,0.0,0.0,1.141,0.0,EURUSD,profit_harvester,3LJ74K2QJRTA4,2026-06-26T13:50:23+00:00,2026-06-26T13:50:23+00:00,2026-06-26T13:50:23.924000+00:00,2026-06-26T13:50:23.935000+00:00
964912,1782482228,1782482228716,1782482228,1782482228730,0,0,0,1,4,10181,964912,0,3,0.5,0.0,0.0,0.0,0.0,0.80765,0.0,USDCHF,profit_harvester,3LJ74VTQE2URW,2026-06-26T13:57:08+00:00,2026-06-26T13:57:08+00:00,2026-06-26T13:57:08.716000+00:00,2026-06-26T13:57:08.730000+00:00
965127,1782482268,1782482268968,1782482268,1782482268984,0,1,0,1,4,10181,965127,0,3,0.1,0.0,0.0,0.0,0.0,4055.035,0.0,XAUUSD,profit_harvester,3LJ74WZ7Y7T6C,2026-06-26T13:57:48+00:00,2026-06-26T13:57:48+00:00,2026-06-26T13:57:48.968000+00:00,2026-06-26T13:57:48.984000+00:00
965156,1782482277,1782482277181,1782482277,1782482277194,0,1,0,1,4,10181,965156,0,3,0.5,0.0,0.0,0.0,0.0,1.32178,0.0,GBPUSD,profit_harvester,3LJ74XAUPVVVY,2026-06-26T13:57:57+00:00,2026-06-26T13:57:57+00:00,2026-06-26T13:57:57.181000+00:00,2026-06-26T13:57:57.194000+00:00
965205,1782482285,1782482285426,1782482285,1782482285441,0,0,0,1,4,10181,965156,0,3,0.5,0.0,0.0,0.0,0.0,1.32164,0.0,GBPUSD,profit_harvester,3LJ74XIKHD3WF,2026-06-26T13:58:05+00:00,2026-06-26T13:58:05+00:00,2026-06-26T13:58:05.426000+00:00,2026-06-26T13:58:05.441000+00:00
965210,1782482288,1782482288524,1782482288,1782482288538,0,0,0,1,4,10181,965127,0,3,0.1,0.0,0.0,0.0,0.0,4054.285,0.0,XAUUSD,profit_harvester,3LJ74XLGRO2Q2,2026-06-26T13:58:08+00:00,2026-06-26T13:58:08+00:00,2026-06-26T13:58:08.524000+00:00,2026-06-26T13:58:08.538000+00:00
966675,1782482597,1782482597248,1782482597,1782482597263,0,1,0,1,4,10181,966675,0,3,0.1,0.0,0.0,0.0,0.0,4055.11,0.0,XAUUSD,profit_harvester,3LJ75AKXHFHLV,2026-06-26T14:03:17+00:00,2026-06-26T14:03:17+00:00,2026-06-26T14:03:17.248000+00:00,2026-06-26T14:03:17.263000+00:00
966736,1782482606,1782482606599,1782482606,1782482606612,0,0,0,1,4,10181,966675,0,3,0.1,0.0,0.0,0.0,0.0,4054.3,0.0,XAUUSD,profit_harvester,3LJ75ATO5BFUF,2026-06-26T14:03:26+00:00,2026-06-26T14:03:26+00:00,2026-06-26T14:03:26.599000+00:00,2026-06-26T14:03:26.612000+00:00
967840,1782482832,1782482832673,1782482832,1782482832688,0,1,0,1,4,10181,967840,0,3,0.5,0.0,0.0,0.0,0.0,1.3219400000000001,0.0,GBPUSD,profit_harvester,3LJ75HG7PLYJT,2026-06-26T14:07:12+00:00,2026-06-26T14:07:12+00:00,2026-06-26T14:07:12.673000+00:00,2026-06-26T14:07:12.688000+00:00
